station_key,datetime,Air Temperature (°C),Atmospheric Pressure (kPa),Relative Humidity (%)
moccasin,2021-10-01,12.600208333333333,87.410625,41.65396416666667
moccasin,2021-10-02,13.872054794520547,87.48260273972603,48.556334931506846
moccasin,2021-10-03,16.1334375,87.11677083333333,29.798335520833334
moccasin,2021-10-04,17.98890243902439,87.105,26.829855
moccasin,2021-10-05,19.522708333333334,86.8325,20.063949583333333
moccasin,2021-10-06,18.379166666666666,86.566875,29.359905520833333
moccasin,2021-10-07,10.175104166666667,87.04666666666667,64.18579260416666
moccasin,2021-10-08,7.79,86.94572916666667,79.90426541666666
moccasin,2021-10-09,10.5508,86.66666666666667,67.94196026666667
moccasin,2021-10-10,9.7153125,86.47333333333333,45.68187208333333
moccasin,2021-10-11,3.0988541666666665,86.80979166666667,68.0558434375
moccasin,2021-10-12,-0.6815625,87.31197916666667,81.10116308510638
moccasin,2021-10-13,0.4728125,86.60197916666667,77.73374572916667
moccasin,2021-10-14,2.0229166666666667,86.58604166666667,57.815284479166664
moccasin,2021-10-15,4.244583333333333,87.17354166666667,54.92362614583333
moccasin,2021-10-16,12.622395833333334,87.24645833333334,40.248240833333334
moccasin,2021-10-17,15.4659375,86.7578125,30.483280625
moccasin,2021-10-18,12.547916666666666,86.28010416666666,34.25711625
moccasin,2021-10-19,3.6766666666666667,87.31604166666666,75.93000347368421
moccasin,2021-10-20,3.7096875,87.2521875,79.74446479166667
moccasin,2021-10-21,8.841458333333334,87.22322916666667,59.79694552083333
moccasin,2021-10-22,8.8834375,86.81281249999999,60.57533229166667
moccasin,2021-10-23,11.7659375,85.8921875,46.01655041666667
moccasin,2021-10-24,6.117083333333333,86.09125,54.91101375
moccasin,2021-10-25,10.655520833333334,85.5853125,51.942868645833336
moccasin,2021-10-26,6.748125,85.87229166666667,79.157914375
moccasin,2021-10-27,7.044938271604939,86.36395061728395,46.969941728395064
moccasin,2021-10-28,6.1021875,87.30708333333334,52.120927395833334
moccasin,2021-10-29,13.915729166666667,86.57739583333333,47.1649596875
moccasin,2021-10-30,0.6965625,87.22739583333333,93.95171428571429
moccasin,2021-10-31,-3.505520833333333,87.915,86.21934714285715
moccasin,2021-11-01,-5.639583333333333,87.7821875,74.11918604166667
moccasin,2021-11-02,2.400625,87.34322916666666,64.32919614583334
moccasin,2021-11-03,6.186041666666666,87.450625,65.3378909375
moccasin,2021-11-04,12.7059375,86.65958333333333,46.6321928125
moccasin,2021-11-05,11.079166666666666,86.42739583333334,43.315053125
moccasin,2021-11-06,7.750104166666667,86.50729166666667,42.31886166666666
moccasin,2021-11-07,4.05625,86.72989583333333,53.5393046875
moccasin,2021-11-08,-0.5371874999999999,87.27645833333334,47.87957572916667
moccasin,2021-11-09,1.5778125,86.84229166666667,45.15603989583333
moccasin,2021-11-10,4.054166666666666,86.67260416666667,46.441191770833335
moccasin,2021-11-11,-1.5016666666666667,87.41197916666667,47.67753041666667
moccasin,2021-11-12,1.0038541666666667,87.50927083333333,56.460767708333336
moccasin,2021-11-13,10.200208333333332,86.8821875,46.22383166666667
moccasin,2021-11-14,7.9146875,86.72697916666667,56.60404447916667
moccasin,2021-11-15,15.491041666666666,86.2334375,26.366217083333332
moccasin,2021-11-16,6.780520833333333,85.76531250000001,33.58897875
moccasin,2021-11-17,-3.863125,87.52447916666667,67.16292635416667
moccasin,2021-11-18,-2.0890625,87.19416666666666,41.270591458333335
moccasin,2021-11-19,5.9991666666666665,86.48739583333334,40.3635003125
moccasin,2021-11-20,1.7232291666666666,87.0596875,76.0259703125
moccasin,2021-11-21,2.0194791666666667,87.63239583333333,51.05391916666667
moccasin,2021-11-22,9.939375,87.06708333333333,25.2831696875
moccasin,2021-11-23,5.637604166666667,86.060625,27.961032916666667
moccasin,2021-11-24,-4.369166666666667,87.0878125,93.07192066666667
moccasin,2021-11-25,2.620416666666667,87.21583333333334,57.7489690625
moccasin,2021-11-26,10.321458333333334,86.74125,40.098044791666666
moccasin,2021-11-27,3.9886458333333334,87.18145833333334,62.32270604166666
moccasin,2021-11-28,9.943958333333333,86.87354166666667,50.0678328125
moccasin,2021-11-29,10.676458333333333,86.92697916666667,45.178103229166666
moccasin,2021-11-30,5.573125,87.05708333333334,61.569013958333336
moccasin,2021-12-01,13.768333333333333,86.474375,47.172075
moccasin,2021-12-02,14.2075,86.59,47.09490145833333
moccasin,2021-12-03,-0.5096875000000001,87.24697916666666,78.16195763440861
moccasin,2021-12-04,-1.2916666666666667,86.88135416666667,78.25597375
moccasin,2021-12-05,-3.7582291666666667,86.74416666666667,84.06764041666666
moccasin,2021-12-06,-10.971041666666666,87.11458333333333,89.40440231578947
moccasin,2021-12-07,-5.90875,86.31947916666667,85.26176229166667
moccasin,2021-12-08,4.052708333333333,85.5415625,62.40641083333333
moccasin,2021-12-09,-2.6483333333333334,85.64489583333334,59.97564104166667
moccasin,2021-12-10,-5.564791666666666,86.02604166666667,61.2440484375
moccasin,2021-12-11,-1.3847916666666666,85.796875,53.44229614583333
moccasin,2021-12-12,1.7942708333333333,85.38479166666667,62.58666125
moccasin,2021-12-13,-1.0254166666666666,86.18135416666667,88.51924152173913
moccasin,2021-12-14,3.324895833333333,85.58260416666667,64.78377260416667
moccasin,2021-12-15,-8.342604166666666,85.96479166666667,93.84562926315789
moccasin,2021-12-16,-7.785625,86.15979166666666,70.40353010416666
moccasin,2021-12-17,-14.541041666666667,86.8584375,79.29913875
moccasin,2021-12-18,-7.0652083333333335,86.94041666666666,60.36108260416667
moccasin,2021-12-19,-0.9386458333333333,86.1853125,70.73074927083333
moccasin,2021-12-20,-10.121979166666666,86.910625,89.59949
moccasin,2021-12-21,-0.6443589743589744,86.34525641025641,66.56735631578947
moccasin,2021-12-22,4.190520833333333,85.93322916666666,54.876859270833336
moccasin,2021-12-23,2.569375,85.23010416666666,61.0643984375
moccasin,2021-12-24,-8.0975,84.87739583333334,85.12686946236559
moccasin,2021-12-25,-15.483125,85.6346875,94.30996144444444
moccasin,2021-12-26,-19.749270833333334,85.57729166666667,91.11647822916666
moccasin,2021-12-27,-27.008709677419354,85.86924731182796,85.7686575
moccasin,2021-12-28,-15.204479166666667,85.23802083333334,70.15472104166666
moccasin,2021-12-29,-20.237395833333334,85.89989583333333,84.49275838709677
moccasin,2021-12-30,-11.5215625,85.12104166666667,73.62522333333334
moccasin,2021-12-31,-20.8921875,86.11854166666667,89.00638872340426
moccasin,2022-01-01,-20.730729166666666,86.54520833333333,74.3380371875
moccasin,2022-01-02,-2.9028125,86.47333333333333,61.81449447916667
moccasin,2022-01-03,0.37374999999999997,86.20895833333333,48.741516770833336
moccasin,2022-01-04,-15.28375,86.27020833333333,72.83747927083333
moccasin,2022-01-05,-24.886145833333334,87.4896875,80.23645927083334
moccasin,2022-01-06,-20.33536842105263,86.91905263157895,82.86656452631578
moccasin,2022-01-07,0.1777083333333333,85.01489583333333,72.15637072916667
moccasin,2022-01-08,-10.598333333333333,85.783125,77.86698434782609
moccasin,2022-01-09,-5.574166666666667,87.52885416666666,65.88800604166667
moccasin,2022-01-10,2.822604166666667,87.7484375,48.84613427083333
moccasin,2022-01-11,3.822395833333333,87.32197916666667,48.493829895833336
moccasin,2022-01-12,6.1028125,87.07895833333333,62.357999791666664
moccasin,2022-01-13,6.983229166666667,87.069375,58.93826364583333
moccasin,2022-01-14,1.2339583333333333,87.74427083333333,81.28681739583334
moccasin,2022-01-15,3.19625,87.4184375,61.934887708333335
moccasin,2022-01-16,2.51625,87.0834375,59.5531540625
moccasin,2022-01-17,7.018536585365854,86.3048780487805,48.19474024390244
moccasin,2022-01-18,-3.6269791666666666,86.54239583333333,74.79384916666666
moccasin,2022-01-19,-16.442916666666665,87.84614583333334,89.8479021875
moccasin,2022-01-20,-4.939583333333333,87.15510416666666,77.1513440625
moccasin,2022-01-21,1.8846875,87.01166666666667,80.98376697916666
moccasin,2022-01-22,1.2215624999999999,87.48854166666666,73.945725
moccasin,2022-01-23,4.978108108108108,87.01662162162162,53.28815297297297
moccasin,2022-01-24,0.44166666666666665,86.90197916666666,70.1638221875
moccasin,2022-01-25,-2.2313541666666667,87.3959375,92.12127688172043
moccasin,2022-01-26,-0.3019791666666667,86.7628125,61.97544135416667
moccasin,2022-01-27,-3.86993006993007,87.85797872340426,85.05023377622378
moccasin,2022-01-28,-0.678125,87.6725,51.06458333333333
moccasin,2022-01-29,4.14375,87.17625,38.75416666666667
moccasin,2022-01-30,4.520833333333333,86.733125,42.338541666666664
moccasin,2022-01-31,2.5322916666666666,85.90958333333333,54.80520833333333
moccasin,2022-02-01,-14.446875,87.1125,89.5875
moccasin,2022-02-02,-22.177083333333332,87.8290625,85.06063829787234
moccasin,2022-02-03,-11.364583333333334,87.00489583333334,68.26354166666667
moccasin,2022-02-04,-4.476041666666667,87.35833333333333,72.89375
moccasin,2022-02-05,3.1791666666666667,86.76354166666667,58.50729166666667
moccasin,2022-02-06,-0.284375,87.63979166666667,75.78229166666667
moccasin,2022-02-07,4.686458333333333,87.20104166666667,44.96458333333333
moccasin,2022-02-08,4.169791666666667,87.16979166666667,43.60729166666667
moccasin,2022-02-09,4.080208333333333,87.28822916666667,57.41354166666667
moccasin,2022-02-10,7.723958333333333,86.761875,54.709375
moccasin,2022-02-11,-1.2875,87.4753125,84.98947368421052
moccasin,2022-02-12,-3.9729166666666664,87.8165625,64.58125
moccasin,2022-02-13,1.8416666666666668,87.3525,57.06979166666667
moccasin,2022-02-14,3.23125,86.73114583333333,62.266666666666666
moccasin,2022-02-15,-0.014583333333333314,86.154375,84.08085106382978
moccasin,2022-02-16,-6.645833333333333,86.64020833333333,95.63555555555556
moccasin,2022-02-17,-4.5868131868131865,86.89252747252748,73.55384615384615
moccasin,2022-02-18,0.06041666666666669,86.95041666666667,76.49583333333334
moccasin,2022-02-19,1.4229166666666666,86.44989583333333,69.61979166666667
moccasin,2022-02-20,-0.859375,85.86614583333333,67.75625
moccasin,2022-02-21,-18.760416666666668,87.0575,86.646875
moccasin,2022-02-22,-23.6375,87.94229166666666,84.62717391304348
moccasin,2022-02-23,-24.738541666666666,87.749375,76.4375
moccasin,2022-02-24,-15.628125,86.91322916666667,75.57604166666667
moccasin,2022-02-25,-10.076041666666667,87.33697916666667,72.49270833333334
moccasin,2022-02-26,-5.3875,87.29333333333334,59.00729166666667
moccasin,2022-02-27,2.644791666666667,87.16416666666667,46.109375
