station_key,datetime,Air Temperature (°C),Atmospheric Pressure (kPa),Relative Humidity (%)
moccasin,2020-11-21,0.08864583333333334,87.69510416666667,51.42377614583334
moccasin,2020-11-22,-1.630625,87.5771875,64.55985625
moccasin,2020-11-23,0.7266666666666667,86.2296875,38.085717395833335
moccasin,2020-11-24,0.44875,86.51177083333333,63.663254583333334
moccasin,2020-11-25,3.4438541666666667,86.06208333333333,49.84095135416667
moccasin,2020-11-26,-2.571458333333333,86.745,71.092265625
moccasin,2020-11-27,2.556770833333333,86.91833333333334,49.696764375
moccasin,2020-11-28,6.804479166666667,86.87052083333333,25.252221979166666
moccasin,2020-11-29,-1.9759375,87.83010416666667,67.2325278125
moccasin,2020-11-30,5.173854166666667,86.85166666666666,21.719016875
moccasin,2020-12-01,-0.06333333333333332,87.29135416666666,67.70969885416666
moccasin,2020-12-02,-5.225625,88.22416666666666,71.69428864583334
moccasin,2020-12-03,1.7148958333333333,87.7009375,68.52355354166667
moccasin,2020-12-04,4.203645833333333,87.56427083333334,48.27899197916667
moccasin,2020-12-05,3.7838541666666665,87.85635416666666,44.9654359375
moccasin,2020-12-06,6.786875,87.37958333333333,30.891317291666667
moccasin,2020-12-07,5.876979166666667,87.59177083333333,39.65755
moccasin,2020-12-08,12.519895833333333,87.2425,27.309243125000002
moccasin,2020-12-09,10.809166666666666,86.82416666666667,31.7803115625
moccasin,2020-12-10,-0.39489583333333333,87.21958333333333,89.81782094117648
moccasin,2020-12-11,-6.7528125,86.94479166666667,93.38795934782608
moccasin,2020-12-12,-6.310104166666666,86.93,96.04793365079365
moccasin,2020-12-13,-7.931041666666666,87.21958333333333,93.94762630434782
moccasin,2020-12-14,-7.056979166666666,86.736875,89.998
moccasin,2020-12-15,-3.0559375,86.78916666666666,75.86666864583333
moccasin,2020-12-16,2.0446874999999998,86.34541666666667,59.152398229166664
moccasin,2020-12-17,2.892916666666667,85.938125,57.425138125
moccasin,2020-12-18,0.30093749999999997,86.5590625,66.0417465625
moccasin,2020-12-19,4.2673958333333335,86.3346875,48.8355271875
moccasin,2020-12-20,5.7240625,86.18135416666667,44.708855729166665
moccasin,2020-12-21,2.897291666666667,86.57583333333334,68.75141395833333
moccasin,2020-12-22,2.338020833333333,85.56510416666667,71.51217979166667
moccasin,2020-12-23,-7.9122916666666665,87.4396875,80.38606697916667
moccasin,2020-12-24,-0.7255208333333333,87.2678125,56.42539010416667
moccasin,2020-12-25,3.8276041666666667,86.7928125,39.912897083333334
moccasin,2020-12-26,4.013958333333333,86.16010416666667,50.4719825
moccasin,2020-12-27,-3.4095833333333334,86.72416666666666,94.87374441860464
moccasin,2020-12-28,-4.83625,87.07197916666667,82.58356291666666
moccasin,2020-12-29,-3.898125,86.7746875,66.94678666666667
moccasin,2020-12-30,-3.453333333333333,86.71666666666667,62.0980753125
moccasin,2020-12-31,2.699895833333333,86.25333333333333,57.85911645833333
moccasin,2021-01-01,1.3058333333333334,86.7990625,60.677891875
moccasin,2021-01-02,3.9314583333333335,86.16854166666667,53.333434583333336
moccasin,2021-01-03,4.005208333333333,85.84822916666667,48.9073325
moccasin,2021-01-04,2.361458333333333,86.4921875,40.385215
moccasin,2021-01-05,4.353541666666667,86.30791666666667,53.32355916666667
moccasin,2021-01-06,2.5829166666666667,87.0125,44.010339270833335
moccasin,2021-01-07,2.154375,87.16791666666667,61.68092914634146
moccasin,2021-01-08,-1.1061458333333334,87.7284375,96.43159383333334
moccasin,2021-01-09,-4.707916666666667,87.62291666666667,89.35459583333333
moccasin,2021-01-10,-2.3415624999999998,87.25364583333334,71.04956479166667
moccasin,2021-01-11,1.9067708333333333,87.10302083333333,59.13268572916667
moccasin,2021-01-12,5.6423958333333335,86.68489583333333,49.20255708333333
moccasin,2021-01-13,7.4203125,85.9534375,50.98537635416667
moccasin,2021-01-14,-1.0362500000000001,87.43302083333333,57.568045104166664
moccasin,2021-01-15,-1.8371875,87.60208333333334,57.62993427083333
moccasin,2021-01-16,0.8170833333333333,87.27010416666667,67.39233416666667
moccasin,2021-01-17,-0.16229166666666664,86.87541666666667,63.738188020833334
