station_key,datetime,Air Temperature (°C),Atmospheric Pressure (kPa),Relative Humidity (%)
moccasin,2019-10-01,-1.9945833333333334,87.25208333333333,93.13569066666666
moccasin,2019-10-02,2.1108333333333333,87.151875,87.3236884090909
moccasin,2019-10-03,5.054791666666667,87.041875,65.98952395833334
moccasin,2019-10-04,5.403333333333333,86.66604166666667,67.38791791666667
moccasin,2019-10-05,5.725833333333333,87.036875,60.665650416666665
moccasin,2019-10-06,5.608333333333333,87.39604166666666,59.728744791666664
moccasin,2019-10-07,9.181875,86.91479166666667,37.83431395833333
moccasin,2019-10-08,8.7495,86.01216666666667,54.22311116666667
moccasin,2019-10-09,-5.9939583333333335,87.0859375,98.50927657534247
moccasin,2019-10-10,-9.435208333333334,87.90385416666666,86.18937979166667
moccasin,2019-10-11,-8.436458333333333,87.71208333333334,69.47912927083334
moccasin,2019-10-12,-3.2186458333333334,87.07520833333334,70.99246416666666
moccasin,2019-10-13,3.3677083333333333,86.57041666666666,61.909747395833335
moccasin,2019-10-14,5.195520833333333,86.49291666666667,66.9407415625
moccasin,2019-10-15,3.1176041666666667,87.42239583333334,82.36283436170213
moccasin,2019-10-16,12.191145833333334,86.80583333333334,45.178011770833336
moccasin,2019-10-17,12.407395833333334,85.8190625,36.01750052083333
moccasin,2019-10-18,6.9636458333333335,85.7928125,52.41407
moccasin,2019-10-19,5.022291666666667,85.98333333333333,44.139364375
moccasin,2019-10-20,3.8675,86.20447916666667,72.90570329787234
moccasin,2019-10-21,0.7471875,86.7609375,71.60300895833333
moccasin,2019-10-22,5.705625,86.73854166666666,61.7349721875
moccasin,2019-10-23,1.549375,87.30177083333334,86.767451125
moccasin,2019-10-24,0.7001041666666666,87.72854166666667,74.120101875
moccasin,2019-10-25,10.085520833333334,86.93885416666667,54.9913853125
moccasin,2019-10-26,1.7280208333333333,86.78510416666667,79.13533188235294
moccasin,2019-10-27,-7.6866666666666665,87.65197916666666,90.14283072916666
moccasin,2019-10-28,-7.991979166666667,87.0490625,81.6957990625
moccasin,2019-10-29,-13.717708333333333,87.87375,84.23395979166666
moccasin,2019-10-30,-11.051145833333333,87.559375,63.71899
moccasin,2019-10-31,-1.1980208333333333,87.11989583333333,60.37932729166667
moccasin,2019-11-01,-0.9852083333333334,87.78875,78.32015583333333
moccasin,2019-11-02,1.3492708333333332,87.369375,60.81766208333333
moccasin,2019-11-03,2.778020833333333,86.92270833333333,79.34874308510638
moccasin,2019-11-04,-1.4675,87.199375,99.13189228070175
moccasin,2019-11-05,1.2610416666666666,87.0328125,93.95828264367816
moccasin,2019-11-06,-7.658541666666666,87.996875,96.14079929824561
moccasin,2019-11-07,-4.927291666666666,87.69291666666666,72.817176875
moccasin,2019-11-08,7.751041666666667,87.1459375,44.63102510416667
moccasin,2019-11-09,11.476979166666666,86.94604166666667,37.570386875
moccasin,2019-11-10,-6.925416666666667,87.61125,97.9337983018868
moccasin,2019-11-11,-14.052083333333334,88.33760416666667,84.94004838709678
moccasin,2019-11-12,3.105729166666667,86.84666666666666,50.5985184375
moccasin,2019-11-13,2.3566666666666665,86.9053125,92.25587440860215
moccasin,2019-11-14,1.0507291666666667,87.27229166666666,79.53173791666667
moccasin,2019-11-15,6.1379166666666665,86.81885416666667,54.03240041666667
moccasin,2019-11-16,6.0846875,87.045625,61.9803728125
moccasin,2019-11-17,5.93875,86.8175,62.04093208333333
moccasin,2019-11-18,9.866875,86.5565625,48.184314791666665
moccasin,2019-11-19,4.996041666666667,86.03479166666666,65.99867458333334
moccasin,2019-11-20,-2.189791666666667,86.8190625,98.36647984126984
moccasin,2019-11-21,-5.687604166666667,87.1115625,91.56408049382716
moccasin,2019-11-22,0.030520833333333344,86.66145833333333,67.38364260416667
moccasin,2019-11-23,5.063645833333333,86.7565625,48.10994854166667
moccasin,2019-11-24,8.069583333333334,86.11458333333333,38.512028541666666
moccasin,2019-11-25,-0.5421875,86.30833333333334,64.3089265625
moccasin,2019-11-26,-6.787916666666667,86.386875,88.8891240625
moccasin,2019-11-27,-7.5584375,86.47270833333333,93.84397022727272
moccasin,2019-11-28,-9.725104166666666,86.60625,94.03999135416666
moccasin,2019-11-29,-15.887708333333332,86.61552083333333,92.27102476744186
moccasin,2019-11-30,-12.816770833333333,86.80135416666667,92.0164196875
moccasin,2019-12-01,-7.434375,86.81208333333333,72.90138863157895
moccasin,2019-12-02,2.6407291666666666,86.5646875,61.945822291666666
moccasin,2019-12-03,3.1117708333333334,86.5259375,63.51066208333334
moccasin,2019-12-04,4.386979166666666,86.46239583333333,59.454372291666665
moccasin,2019-12-05,-0.48760416666666667,86.79052083333333,84.27882894736842
moccasin,2019-12-06,2.3064583333333335,87.0015625,71.23971614583333
moccasin,2019-12-07,5.6928125,86.34072916666666,55.909498229166665
moccasin,2019-12-08,-3.782395833333333,86.18833333333333,84.746691875
moccasin,2019-12-09,-6.6478125,86.83354166666666,80.001010625
moccasin,2019-12-10,-4.69625,87.04395833333334,84.07738989583333
moccasin,2019-12-11,0.23687500000000003,86.61020833333333,66.7161078125
moccasin,2019-12-12,0.44968749999999996,86.35395833333334,72.33038354166666
moccasin,2019-12-13,-0.4426041666666667,86.41552083333333,74.43775864864865
moccasin,2019-12-14,-8.200833333333334,86.31135416666666,94.7490661728395
moccasin,2019-12-15,-4.648333333333333,86.29010416666667,82.53062697916667
moccasin,2019-12-16,-7.2004166666666665,86.9628125,72.929916875
moccasin,2019-12-17,-0.31364583333333335,87.16979166666667,60.01598395833334
moccasin,2019-12-18,4.120208333333333,86.60145833333334,36.41917541666667
moccasin,2019-12-19,2.17375,86.3240625,41.950370104166666
moccasin,2019-12-20,5.165520833333334,86.624375,51.45785791666667
moccasin,2019-12-21,8.182291666666666,86.65479166666667,37.1539034375
moccasin,2019-12-22,8.8515625,86.318125,31.6365328125
moccasin,2019-12-23,4.1769791666666665,86.22041666666667,44.45184833333333
moccasin,2019-12-24,2.080416666666667,86.16489583333333,78.20041895833333
moccasin,2019-12-25,-4.179583333333333,86.11572916666667,95.37160917647059
moccasin,2019-12-26,-4.9109375,86.83135416666667,82.86601572916666
moccasin,2019-12-27,-3.696458333333333,86.51833333333333,55.5435678125
moccasin,2019-12-28,-4.590104166666666,86.90427083333333,66.69380406249999
moccasin,2019-12-29,-7.266979166666666,87.01010416666666,71.76539229166667
moccasin,2019-12-30,-6.4721875,87.19458333333333,65.34451635416667
